exp_id,mode,fit_group,m,l,r,f_exp_compare6,f_exp_h5,f_exp_used,f_pend,f_fit,fit_used,err_abs_hz,err_rel,A_mode,B_mode
TB_07+13_Mid_RR,axial,OTHERS,451.94,2.437,0.008,0.3303,0.3303000032901764,0.3303,0.3193205515498723,0.3315855606894578,True,0.001285560689457843,0.0038921001800116353,4.11240407930609,0.30735680658145115
TB_13+07_Mid_AA,axial,OTHERS,451.94,2.437,0.008,0.3263,0.3262999951839447,0.3263,0.3193205515498723,0.3315855606894578,True,0.005285560689457847,0.01619846978074731,4.11240407930609,0.30735680658145115
TB_13+07_Mid_AR,axial,OTHERS,451.94,2.437,0.008,0.3272,0.3271999955177307,0.3272,0.3193205515498723,0.3315855606894578,True,0.004385560689457835,0.013403302840641304,4.11240407930609,0.30735680658145115
TB_13+07_Mid_RA,axial,OTHERS,451.94,2.437,0.008,0.3356,0.33559998869895935,0.3356,0.3193205515498723,0.3315855606894578,True,0.004014439310542184,0.011961976491484456,4.11240407930609,0.30735680658145115
TB_13+07_Mid_RR,axial,OTHERS,451.94,2.437,0.008,0.3305,0.3305000066757202,0.3305,0.3193205515498723,0.3315855606894578,True,0.0010855606894578096,0.0032846011783897416,4.11240407930609,0.30735680658145115
TB_07+07_MidTop_AA,axial,OTHERS,486.14,2.097,0.008,0.3652,0.365200012922287,0.3652,0.3442353131599651,0.35887790469295305,True,0.006322095307046971,0.017311323403743074,4.11240407930609,0.30735680658145115
TB_07+07_MidTop_AR,axial,OTHERS,486.14,2.097,0.008,0.3594,0.3594000041484833,0.3594,0.3442353131599651,0.35887790469295305,True,0.0005220953070469436,0.00145268588493863,4.11240407930609,0.30735680658145115
TB_07+07_MidTop_RA,axial,OTHERS,486.14,2.097,0.008,0.3711,0.3711000084877014,0.3711,0.3442353131599651,0.35887790469295305,True,0.012222095307046932,0.03293477582066002,4.11240407930609,0.30735680658145115
TB_07+07_MidTop_RR,axial,OTHERS,486.14,2.097,0.008,0.3625,0.36250001192092896,0.3625,0.3442353131599651,0.35887790469295305,True,0.0036220953070469353,0.00999198705392258,4.11240407930609,0.30735680658145115
TB_07+13_MidTop_AA,axial,OTHERS,486.14,2.697,0.008,0.3159,0.3158999979496002,0.3159,0.3035387645190514,0.31442071891574597,True,0.0014792810842540471,0.004682751137239782,4.11240407930609,0.30735680658145115
