mode,exp_id,support_type,l_m,r_m,pi_l,pi_k_exp,pi_k_pred_TB,pi_k_pred_ALL,f_exp,f_pred_TB,f_pred_ALL,rel_error_TB,rel_error_ALL
planar_rotation,TB_07+07_Mid_AR,TB,1.837,0.008,229.625,17.11793223446478,17.19389331855494,18.37831704882393,0.4297,0.42995485960747415,0.433909395975074,0.004437515177050539,0.0736295013378733
planar_rotation,TB_07+07_Mid_RA,TB,1.837,0.008,229.625,17.805079702722292,17.19389331855494,18.37831704882393,0.432,0.42995485960747415,0.433909395975074,-0.03432651773380737,0.0321951575433832
planar_rotation,TB_07+07_Mid_RR,TB,1.837,0.008,229.625,16.197580871933848,17.19389331855494,18.37831704882393,0.4266,0.42995485960747415,0.433909395975074,0.061509953523210446,0.13463344891635795
planar_rotation,TB_07+13_Mid_AA,TB,2.437,0.008,304.625,10.10686420062678,11.776243337428854,14.372362693702526,0.3621,0.36868866095285013,0.37870728080766747,0.16517280767446602,0.42203975520035364
planar_rotation,TB_07+13_Mid_AR,TB,2.437,0.008,304.625,10.10686420062678,11.776243337428854,14.372362693702526,0.3621,0.36868866095285013,0.37870728080766747,0.16517280767446602,0.42203975520035364
planar_rotation,TB_07+13_Mid_RA,TB,2.437,0.008,304.625,13.14389922818806,11.776243337428854,14.372362693702526,0.374,0.36868866095285013,0.37870728080766747,-0.10405252406577854,0.09346263572075593
planar_rotation,TB_07+13_Mid_RR,TB,2.437,0.008,304.625,9.406538295776038,11.776243337428854,14.372362693702526,0.3593,0.36868866095285013,0.37870728080766747,0.25192105396699666,0.527911995016952
planar_rotation,TB_13+07_Mid_AA,TB,2.437,0.008,304.625,9.756021697143202,11.776243337428854,14.372362693702526,0.3607,0.36868866095285013,0.37870728080766747,0.20707432834812378,0.4731786316046323
planar_rotation,TB_13+07_Mid_AR,TB,2.437,0.008,304.625,13.040219152449136,11.776243337428854,14.372362693702526,0.3736,0.36868866095285013,0.37870728080766747,-0.09692903165533766,0.10215653016868155
planar_rotation,TB_13+07_Mid_RA,TB,2.437,0.008,304.625,11.421892576993333,11.776243337428854,14.372362693702526,0.3673,0.36868866095285013,0.37870728080766747,0.031023821844487987,0.2583170955969423
planar_rotation,TB_13+07_Mid_RR,TB,2.437,0.008,304.625,12.47196191550392,11.776243337428854,14.372362693702526,0.3714,0.36868866095285013,0.37870728080766747,-0.05578260924692347,0.15237384391273787
planar_rotation,TB_07+07_MidTop_AA,TB,2.097,0.008,262.125,15.242447214650797,14.400957755402489,16.379309336696004,0.4024,0.39940986700686654,0.40640476757013216,-0.055206978734981725,0.07458527531933802
planar_rotation,TB_07+07_MidTop_AR,TB,2.097,0.008,262.125,17.035948654801746,14.400957755402489,16.379309336696004,0.4087,0.39940986700686654,0.40640476757013216,-0.15467239029606725,-0.0385443353587863
planar_rotation,TB_07+07_MidTop_RA,TB,2.097,0.008,262.125,17.380726828805898,14.400957755402489,16.379309336696004,0.4099,0.39940986700686654,0.40640476757013216,-0.17144099339188146,-0.05761654860429644
planar_rotation,TB_07+07_MidTop_RR,TB,2.097,0.008,262.125,19.617106348932744,14.400957755402489,16.379309336696004,0.4176,0.39940986700686654,0.40640476757013216,-0.2658979617457208,-0.1650496742305162
planar_rotation,TB_07+13_MidTop_AA,TB,2.697,0.008,337.125,11.994294136445408,10.281420646848966,13.159223950186647,0.3554,0.3484665694412397,0.36003916978865763,-0.1428073607426192,0.09712366567712619
planar_rotation,TB_07+13_MidTop_AR,TB,2.697,0.008,337.125,12.119121440770448,10.281420646848966,13.159223950186647,0.3559,0.3484665694412397,0.36003916978865763,-0.15163646992918106,0.08582325992024029
planar_rotation,TB_07+13_MidTop_RA,TB,2.697,0.008,337.125,12.26914585511235,10.281420646848966,13.159223950186647,0.3565,0.3484665694412397,0.36003916978865763,-0.16201007239922346,0.07254605215271893
planar_rotation,TB_07+13_MidTop_RR,TB,2.697,0.008,337.125,12.26914585511235,10.281420646848966,13.159223950186647,0.3565,0.3484665694412397,0.36003916978865763,-0.16201007239922346,0.07254605215271893
planar_rotation,TB_13+07_MidTop_AA,TB,2.697,0.008,337.125,12.094141940562908,10.281420646848966,13.159223950186647,0.3558,0.3484665694412397,0.36003916978865763,-0.14988424169508058,0.08806594257435725
planar_rotation,TB_13+07_MidTop_AR,TB,2.697,0.008,337.125,11.496739836962249,10.281420646848966,13.159223950186647,0.3534,0.3484665694412397,0.36003916978865763,-0.10570989753164693,0.1446048303084565
planar_rotation,TB_13+07_MidTop_RA,TB,2.697,0.008,337.125,11.521550865059353,10.281420646848966,13.159223950186647,0.3535,0.3484665694412397,0.36003916978865763,-0.10763570223616756,0.14213998656151025
planar_rotation,TB_13+07_MidTop_RR,TB,2.697,0.008,337.125,11.298504320351022,10.281420646848966,13.159223950186647,0.3526,0.3484665694412397,0.36003916978865763,-0.09001931978466125,0.16468725214222127
planar_rotation,CSBD_07_A,CSBD,0.7,0.0125,55.99999999999999,81.84191762244002,113.76413538431281,62.72057813908864,0.8522,0.9333023845147387,0.7996904780857407,0.3900472849272549,-0.23363748112017055
planar_rotation,CSBD_07_R,CSBD,0.7,0.0125,55.99999999999999,84.63435691206689,113.76413538431281,62.72057813908864,0.8596,0.9333023845147387,0.7996904780857407,0.34418384607696695,-0.2589229666593456
planar_rotation,CSBD_13_A,CSBD,1.3,0.0125,104.0,26.871960057982573,49.659169937664146,36.6050005532171,0.5595,0.6452947763706098,0.597654005448484,0.8479921014512082,0.3622006163388605
planar_rotation,CSBD_13_R,CSBD,1.3,0.0125,104.0,27.118868109709233,49.659169937664146,36.6050005532171,0.5605,0.6452947763706098,0.597654005448484,0.831166763183782,0.34979824398023446
planar_rotation,CSB_07_A,CSB,0.81,0.018,45.00000000000001,56.68749092709562,152.47034019769328,75.86293481997862,0.81829,1.1325385153085603,0.8901282591306457,1.689664645658451,0.3382658780496048
planar_rotation,CSB_07_R,CSB,0.81,0.018,45.00000000000001,57.71279533992822,152.47034019769328,75.86293481997862,0.82229,1.1325385153085603,0.8901282591306457,1.6418810473421597,0.31449073594765464
planar_rotation,CSB_13_A,CSB,1.41,0.018,78.33333333333333,47.428179032886305,72.5809554768625,46.83969606979797,0.69267,0.8004864883985616,0.6899458127725405,0.5303340114857766,-0.012407875973485923
planar_rotation,CSB_13_R,CSB,1.41,0.018,78.33333333333333,48.078926540709155,72.5809554768625,46.83969606979797,0.69567,0.8004864883985616,0.6899458127725405,0.5096209649233143,-0.025774919701293936
